School Code,School Name,District Code
74354,"UTKRAMIT MADHYAMIK SCHOOL DARIGAOAN, SASARAM, ROHTAS",74
74355,"UTKRAMIT MADHYAMIK SCHOOL MENIYARI, KARGAHAR, ROHTAS",74
74356,"UTKRAMIT MADHYAMIK SCHOOL BARADHIKALA, DINARA, ROHTAS",74
74357,"UTKRAMIT MADHYAMIK SCHOOL LAHERI, KOCHAS, ROHTAS",74
74358,"UTKRAMIT MADHYAMIK SCHOOL SEMARI, SHIV SAGAR, ROHTAS",74
74359,"UTKRAMIT MADHYAMIK SCHOOL BHARKURIYA, DIHARI, ROHTAS",74
74360,"UTKRAMIT MADHYAMIK SCHOOL GOTAPA, SASARAM, ROHTAS",74
74361,"UTKRAMIT MADHYAMIK SCHOOL GANESHPUR, CHENARI, ROHTAS",74
74362,"U M S BHAWANATHPUR, NAUHATTA, ROHTAS",74
74363,"UTKRAMIT MADHYAMIK SCHOOL MEDANPUR, DINARA, ROHTAS",74
74364,"UTKRAMIT MADHYAMIK SCHOOL KAOUPA, AKODHIGOLA, ROHTAS",74
74365,"UTKRAMIT MADHYAMIK SCHOOL SEWAHI, TILAUTHU, ROHTAS",74
74366,"UTKRAMIT MADHYAMIK SCHOOL KHALSAPUR, DINARA, ROHTAS",74
74367,"UTKRAMIT MADHYAMIK SCHOOL MADHIYA, NOKHA, ROHTAS",74
74368,"UTKRAMIT MADHYAMIK SCHOOL NAOUGAI, SASARAM, ROHTAS",74
74369,"UTKRAMIT MADHYAMIK SCHOOL DURGAPUR, DIHARI, ROHTAS",74
74370,"UTKRAMIT MADHYAMIK SCHOOL PATIYARDH, SASARAM, ROHTAS",74
74371,"UTKRAMIT MADHYAMIK SCHOOL THNUA, SHIV SAGAR, ROHTAS",74
74372,"UTKRAMIT MADHYAMIK SCHOOL RUPITHA, KARGAHAR, ROHTAS",74
74374,"UTKRAMIT MADHYAMIK SCHOOL DINARA, DINARA, ROHTAS",74
74375,"U M S KURUSHA, ROHTAS, KOCHAS, ROHTAS",74
74376,"U M S ANANDICHAK, NAUHATTA, ROHTAS",74
74377,"UTKRAMIT MADHYAMIK SCHOOL MANGARWALIA, ROHTAS",74
74378,"UTKRAMIT MADHYAMIK SCHOOL AMIAWAR, ROHTAS",74
74379,"UTKRAMIT MADHYAMIK SCHOOL NAUWA, ROHTAS",74
74380,"UTKRAMIT MADHYAMIK SCHOOL AGRASI DIHARA, ROHTAS",74
74381,"UTKRAMIT MADHYAMIK SCHOOL SATIYAGARH, ROHTAS",74
74382,"UTKRAMIT MADHYAMIK SCHOOL CHATRA, ROHTAS",74
74383,"UTKRAMIT MADHYAMIK SCHOOL KAITHI, ROHTAS",74
74384,"UTKRAMIT MADHYAMIK SCHOOL AMASTHA, ROHTAS",74
74385,"UTKRAMIT MADHYAMIK SCHOOL KANCHANPUR, ROHTAS",74
74386,"UTKRAMIT MADHYAMIK SCHOOL SHIVPUR, ROHTAS",74
74387,"UTKRAMIT MADHYAMIK SCHOOL SIAWAK, ROHTAS",74
74388,"UTKRAMIT MADHYAMIK SCHOOL AURANGABAD SARIA, ROHTAS",74
74389,"UTKRAMIT MADHYAMIK SCHOOL BELADHI, ROHTAS",74
74391,"UTKRAMIT MADHYAMIK SCHOOL MORSARAI, ROHTAS",74
74501,"DR AMBIKA PR SINGH RADHIKA KANYA H/S NOKHA, ROHTAS",74
74502,HIGH SCHOOL KARWANDIYA SASARAM ROHTAS,74
74503,"GOPI RAI JANTA KANYA H/S TENUAJ NATWAR, ROHTAS",74
74504,"KAIMOOR H/S DHAUDAND, ROHTAS",74
74505,GIRL'S HIGH SCHOOL TETARAR ROHTAS,74
74506,"SMT RAMDULARI SHOUNDIK GIRL'S H/S RAJPUR, ROHTAS",74
74507,ADARSH H/S BAREWAN ROHTAS,74
74508,"RAJBANSHI BALIKA H/S KOCHAS, ROHTAS",74
74509,"GITAGHAT SWAMI SHIVANAND H/S KARSERVA, ROHTAS",74
74510,"VISHWA NATH H/S BAHUARA, ROHTAS",74
74511,"JANTA HIGH SCHOOL AKORHA, ROHTAS",74
74512,GIRL'S H/S KARGAHR ROHTAS,74
74513,"RADHA RAMESH GIRL'S H/S KARAKAT, ROHTAS",74
74514,GAUTAM BUDHA GIRLS H/S DHAWANI KARAKAT ROHTAS,74
74515,"VEER BASAWAN GIRL'S H/S SAMAHUTA, ROHTAS",74
74516,"JAGDEO AMBEDKAR H/S NAYAKPUR, ROHTAS",74
74517,SANJAY GANDHI KANYA H/S NOKHA ROHTAS,74
74518,"DAROGA PRASAD RAY H/S CHANDA, ROHTAS",74
74519,"MILLAT URDU H/S SHAHJUMA SASARAM, ROHTAS",74
74520,KANYA UCHCH VIDYALAY TENDUNI ROHTAS,74
74521,"JAI MAA DURGE H/S BHANPUR, ROHTAS",74
74522,"GIRL'S H/S BALIGAON, ROHTAS",74
74523,"UDASI HARI CHARAN H/S ARARUA, ROHTAS",74
74524,KAPIL DEO RAI H/S ULWANCHH ROHTAS,74
74525,"TAPESHWAR SINGH GIRL'S H/S DINARA, ROHTAS",74
74526,"ROHTAS GIRL'S H/S SASARAM, ROHTAS",74
74701,"RAM PRASAD SINGH KANYA H/S CHANDI, ROHTAS",74
74702,J P K +2 S S S BABHNOUL ROHTAS,74
74351,"UTKRAMIT MADHYAMIK SCHOOL BHAISAHI, SASARAM, ROHTAS",74
74392,UTKRAMIT UCCH MADHYAMIK VIDYALAYA SRIKHINDA NOKHA ROHTAS,74
74393,UCHCH MADHYAMIK VIDYALAYA GHOSIYA NOKHA ROHTAS,74
74394,UTKARMIT UCCH MADHYAMIK VIDYALAYA KADWAN,74
74395,"UCHCH MADHYAMIK VIDYALAYA MAUDIHAN, NOKHA, ROHTAS",74
74396,UTKARMIT UCCH MADHYAMIK VIDYALAYA CHANKI,74
74397,UTKARMIT UCHCH MADHYAMIK VIDYALAY BAKASADA,74
74398,"UCHCH MADHYAMIK VIDYALAYA SIWAN, KARGHAR , ROHTAS",74
74399,UCCH MADHYAMIK VIDYALAY SENDUAR KARGHAR ROHTAS,74
74400,UCH MADHYAMIK VIDYALAY ANKORHI,74
74401,"UCHCH MADHYAMIK VIDYALAYA POKHRAHAN ,NASRIGANJ , ROHTAS",74
74402,"UCHCH MADHYAMIK VIDYALAYA DEHRI, NASRIGANJ , ROHTAS",74
74403,"UTKARMIT UCCH MADHYAMIK VIDYALAYA PADURI,MADHOPUR,NASRIGANJ,ROHTAS",74
74404,"UCHCH MADHYAMIK VIDYALAYA KAITHI , NASRIGANJ , ROHTAS",74
74405,UCCH MADHYMIK VIDHYALY ATIMI,74
74406,UCHCH MADHYAMIK VIDYALAYA MUNJI,74
74407,"UCHCH MADHYAMIK VIDYALAYA JAISHRI , KARAKAT , ROHTAS",74
74408,UCHCH MADHYAMIK VIDYALAYA KARUP KARAKAT,74
74409,UCCH MADHYAMIK VIDYALAYA KIRHI KARAKAT ROHTAS,74
74410,"UCCH MADHYAMIK VIDHYALAY SAKLA,KARAKAT,ROHTAS",74
74411,UCHCH MADHYAMIK VIDYALAYA SIKARIA,74
74412,"UCCH MADHYAMIK VIDYALAYA BAKNAURA , ROHTAS , ROHTAS",74
74413,UCHCH MADHYAMIK VIDYALAYA AKBARPUR ROHTAS,74
74414,UCHCH MADHYAMIK VIDYALAYA ROHTASGARH ROHTAS,74
74415,"UCHCH MADHYAMIK VIDYALAYA RASULPUR , ROHTAS , ROHTAS",74
74416,"UCHCH MADHYAMIK VIDYALAYA TELKAP , ROHTAS , ROHTAS",74
74417,UCHCH MADHYAMIK VIDHAYALAYA BANJARI,74
74418,"UCHCH MADHYAMIK VIDYALAYA SAMHUTA , ROHTAS , ROHTAS",74
74419,"UCHCH MADHYAMIK VIDYALAYA PIPRDIH , NAUHATTA , ROHTAS",74
74420,UCHCH MADHYAMIK VIDAYALAYA TILOKHAR,74
74421,UCHH MADHYAMIK VIDYALAYA YADUNATHPUR,74
74422,UCHCH MADHYMIK VIDYALAYA TIYARA KHURD NAUHATTA ROHTAS,74
74423,"UCCH MADHYAMIK VIDYALAYA BHADARA,NAUHATTA ROHTAS",74
74424,UTKRAMIT HIGHER MIDDLE SCHOOL GUNSEJ,74
74425,"UCHCH MADHYAMIK VIDYALAYA BHUAI ,DINARA ,ROHTAS",74
74426,UPGRADE UCHHN MADHYAMIC SCHOOL RAJPUR,74
74427,UTKRAMIT UCCH MADHYAMIK VIDYALAYA BHANPUR DINARA ROHTAS,74
74428,"UCHCH MADHYAMIK VIDYALAYA SHIOBAHAR , SURAJPURA , ROHTAS",74
74429,UCHCH MADHYAMIK VIDYALAYA BALIHAR SURAJPURA ROHTAS,74
74430,UCHCH MADHYAMIK VIDYALAY MANI,74
74431,UCHCH MADHYAMIK VIDYALAYA KHAIRABHUDHAR KHIRODHARPUR,74
74432,UCHCH MADHYAMIK VIDYALAYA MOHANI BIKRAMGANJ ROHTAS,74
74433,UCHCH MADHYAMIK VIDYALAYA MANPUR BIKRAMGANJ,74
74434,UCCH MADHYAMIK SCHOOL SAREYAN,74
74435,UPGRADED UCHCH MADHYAMIK VIDYALAY GARA,74
74436,UTKRAMIT UCCH MADHYAMIK VIDYALAY BANAULI CHENARI,74
74437,UCCH MADHYAMIK VIDYALAYA DEVDIHI CHENARI ROHTAS,74
74438,UCHCH MADHYAMIK VIDYALAYA UDAYPUR SANJHAULI ROHTAS,74
74439,UCHCH MADHYAMIK VIDYALAYA CHANDI ENGLISH SANJHAULI ROHTAS,74
74440,"UCHCH MADHYAMIK VIDYALAYA AMETHI ,SANJHAULI , ROHTAS",74
74441,UTKARMIT UCCH MADHYAMIK VIDYALAYA TILAUTHU WEST,74
74442,HIGH SCHOOL KERPA (BHISRA),74
74443,UTKRAMIT MADHYAMIK SCHOOL PARARIYA,74
74444,UTKRAMIT MADHYAMIK SCHOOL CHANDANPUR,74
74445,UCCH MADHYAMIK SCHOOL HURKA TILOUTHU ROHTAS,74
74446,UCHCH MADHYAMIC VIDYALAYA MURADABAD SASARAM ROHTAS,74
74447,UTKRAMIT UCHCHA MADHYAMIK VIDYALAYA UCHITPUR,74
74448,"UCHCH MADHYAMIK VIDYALAYA KARWANDIYA , SASARAM , ROHTAS",74
74449,"UCHCH MADHYAMIK VIDYALAYA KARSERUA ,SASARAM , ROHTAS",74
74450,"UCHCH MADHYAMIK VIDYALAYA DHAUDAND , SASARAM , ROHTAS",74
74451,UCHCH MADHYAMIK VIDYALAYA PAHLEJA DEHRI ROHTAS,74
74452,UTKARMIT UCCH MADHYAMIK VIDYALAYA DAHAUR,74
74453,UCCH MADHYAMIK VIDYALAYA BHALUARI,74
74454,UTKRAMIT UCCH MADHYAMIK VIDALAYA BHAISAHAN,74
74455,UCHCH MADHYAMIK VIDYALAY BARNA,74
74456,UTKRAMIT UCCH MADHYAMIK VIDHYALY RAJANDIH,74
74457,UCHCH MADHYAMIK VIDYALAYA ROTWAN,74
74458,UCHCH MADHYAMIK VIDYALAYA BISENIKALA,74
74459,"UCHCH MADHYAMIK VIDYALAYA BARUNA ,AKORHI GOLA ,ROHTAS",74
74460,"UCHCH MADHYAMIK VIDYALAYA BALIGAWAN , AKODHI GOLA , ROHTAS",74
74461,UCHH MADHYAMIK VIDYALAYA BABHNAUL,74
74462,"UCHCH MADHYAMIK VIDYALAYA GIDHA , DAWATH , ROHTAS",74
74463,UCCH MADHYAMIK VIDYALAYA JAMSONA DAWATH ROHTAS,74
74464,UCHCH MADHYAMIK VIDYALAY SILARI,74
74465,UCCH  MADHYAMIK VIDYALAYA PADARI SHIVSAGAR ROHTAS,74
74466,U M S NARAYANA HATTA CHENARI,74
74467,"UTKRAMIT UCHCH MADHYAMIK VIDYALAYA RAKASIYAN , MOKAR , SASARAM",74
74468,UCHCH MADHYAMIK VIDYALAY KEDAR CHAWARI,74
74469,UCHH MADHYAMIK VIDYALAY NAD SHEOSAGAR ROHTAS,74
41001,ZILA SCHOOL SAHARSA,41
41002,GOVT GIRLS HIGH SCHOOL SAHARSA,41
41003,MANOHAR HIGH SCHOOL SAHARSA,41
41004,A N S S HIGH SCHOOL SAHARSA,41
41005,"MANOHAR HIGH SCHOOL BAIJNATHPUR, SAHARSA",41
41006,"G S HIGH SCHOOL SCURBAZAR, SAHARSA",41
41007,"HIGH SCHOOL SCURBAZAR, SAHARSA",41
41008,"S HARIBALLABH INST SONBARSA, SAHARSA",41
41009,"S C H/S CHANDISTHAN BIRATPUR, SAHARSA",41
41010,"M M D HIGH SCHOOL AMARPUR, SAHARSA",41
41011,"GOVT RES HIGH SCHOOL AMARPUR, SAHARSA",41
41012,"S S HIGH SCHOOL NAWAHATTA, SAHARSA",41
41013,"KALAWATI HIGH SCHOOL BANGAON, SAHARSA",41
41014,"FUL DAI GIRLS HIGH SCHOOL BANGAON, SAHARSA",41
41015,"HIGH SCHOOL CHAINPUR PARARI, SAHARSA",41
41016,"GIRLS HIGH SCHOOL PARARI CHAINPUR, SAHARSA",41
41017,"A D P J HIGH SCHOOL MAHISHI, SAHARSA",41
41018,"M S D HIGH SCHOOL MENHA, SAHARSA",41
41019,"S N K HIGH SCHOOL LAGMA, SAHARSA",41
41020,"S D HIGH SCHOOL GOLMA, SAHARSA",41
41021,"R J HIGH SCHOOL PIPRA, SAHARSA",41
41022,"T HIGH SCHOOL JAMHARA, SAHARSA",41
41023,"S HIGH SCHOOL SABAILA, SAHARSA",41
41024,"K D HIGH SCHOOL DHARAHRA MURADPUR, SAHARSA",41
41025,"HIGH SCHOOL DHABOULI, SAHARSA",41
41026,"P HIGH SCHOOL PANCHAGACHIYA, SAHARSA",41
41027,"GANGA HIGH SCHOOL MAINA, SAHARSA",41
41028,"M L B HIGH SCHOOL KASHNAGAR, SAHARSA",41
41029,"S D HIGH SCHOOL SIHAUL, SAHARSA",41
41030,"HIGH SCHOOL BARGOAN, SAHARSA",41
41031,"R D HIGH SCHOOL BHADDI, SAHARSA",41
41032,"B HIGH SCHOOL RAKIYA, SAHARSA",41
41033,"HIGH SCHOOL GANDAUL, SAHARSA",41
41034,"K A HIGH SCHOOL MAHISARHO BALUAHA, SAHARSA",41
41035,"HIGH SCHOOL SAHSAUL, SAHARSA",41
41036,V K S S HIGH SCHOOL GANJALA SAHARSA,41
41037,"P G HIGH SCHOOL NOWAHATTA, SAHARSA",41
41038,"P G HIGH SCHOOL MAHISHI, SAHARSA",41
41039,"PROJECT G HIGH SCHOOL CHANDAUR, SAHARSA",41
41040,GOVT GIRLS H/S PURAB BAZAR SAHARSA,41
41041,"HIGH SCHOOL SIMRI BAKHTIYARPUR, SAHARSA",41
41042,"A HIGH SCHOOL BALWAHAT, SAHARSA",41
41043,"M N D HIGH SCHOOL CHAKBHARO, SAHARSA",41
41044,"M M D HIGH SCHOOL SALKHUA, SAHARSA",41
41045,"R P R HIGH SCHOOL BAGHWA, SAHARSA",41
41046,"ISLAMIA H/S SIMRI BAKHTIYARPUR, SAHARSA",41
41047,"D D HIGH SCHOOL SARDIHA, SAHARSA",41
41048,"KOSHI HIGH SCHOOL KABIRA DHAP, SAHARSA",41
41049,"PG HIGH SCHOOL SALKHUA, SAHARSA",41
41050,"P G HIGH SCHOOL SIMRI BAKHTIYARPUR, SAHARSA",41
41051,O B C KANYA H S SAHARSA,41
41301,"UTKRAMIT M S KEDALIPATTI KEDALI NAVHATTA, SAHARSA",41
41302,"UTKRAMIT M S JHARA MAHISI, SAHARSA",41
41303,"UTKRAMIT M S KHAJURI SAOUR BAZAR, SAHARSA",41
41304,"UTKRAMIT M S PIPARA WAGEWA GAURDAHA SALKHUA, SAHARSA",41
41305,"UTKRAMIT M S GHOGHASAM SIMARI BAKHATIYARPUR, SAHARSA",41
41306,"UTKRAMIT M S PANCHLAKH MEKAMA SONBARSA, SAHARSA",41
41307,"MAHAVIR UTKRAMIT M S DHAMSENA SAOURBAZAR, SAHARSA",41
41308,"UTKRAMIT M S ITHARI BANMA ITHARI, SAHARSA",41
41309,"V M VIDAIYA BHAGWANPUR,BANMA ITAHARI, SAHARSA",41
41310,"UTKRAMIT MADHYAMIK SCHOOL DHANUPRA, SAHARSA",41
41311,"UTKRAMIT MADHYAMIK SCHOOL SAMHAR, SAHARSA",41
41312,"UTKRAMIT MADHYAMIK SCHOOL PARTAHA BARHARA, SAHARSA",41
41313,"UTKRAMIT MADHYAMIK SCHOOL KANDAHA, MAHISI, SAHARSA",41
41314,"UTKRAMIT MADHYAMIK SCHOOL THANWAR, MAHISI, SAHARSA",41
41315,"UTKRAMIT MADHYAMIK SCHOOL ALANI, SALKHUA, SAHARSA",41
41316,"UTKRAMIT M S KHOCHARDEVA, SALKHUA, SAHARSA",41
41317,"UTKRAMIT M S PARASBANNI, BANMA ITAHARI, SAHARSA",41
41318,"UTKRAMIT M S KISHANPUR, PATARGHAT, SAHARSA",41
41319,"UTKRAMIT MADHYAMIK SCHOOL GONDRAM,SONBARSA, SAHARSA",41
41320,"UTKRAMIT MADHYAMIK SCHOOL KOPA, SONBARSA, SAHARSA",41
41321,"UTKRAMIT MADHYAMIK SCHOOL KHAJURAHA, SONBERSA, SAHARSA",41
41322,"UTKRAMIT MADHYAMIK SCHOOL ARSI, SONBARSA, SAHARSA",41
41323,"UTKRAMIT MADHYAMIK SCHOOL BELWARA, SIMARI, SAHARSA",41
41324,"UTKRAMIT MADHYAMIK SCHOOL TELHAR, MAHISI, SAHARSA",41
41325,"GIRLS UTKRAMIT M S KASIMPUR, NAVHATTA, SAHARSA",41
41326,"UTKRAMIT MADHYAMIK SCHOOL SULINDABAD, KAHARA, SAHARSA",41
41327,"UTKRAMIT M S KATHDUMAR, SIMARI BAKHTYARPUR, SAHARSA",41
41328,"UTKRAMIT MADHYAMIK SCHOOL PASTPAR, PATARGHAT, SAHARSA",41
41329,"UTKRAMIT MADHYAMIK SCHOOL MANGRAUNI, MAHISI, SAHARSA",41
41330,"UTKRAMIT MADHYAMIK SCH BIHRA, SATTAR KATAIYA, SAHARSA",41
41331,"UTKRAMIT MADHYAMIK SCHOOL, RAMPUR, SAUR BAZAR, SAHARSA",41
41332,"UTKRAMIT MADHYAMIK SCHOOL, RUPAULI, SAUR BAZAR, SAHARSA",41
41333,"UTKRAMIT MADHYAMIK SCHOOL, VIJALPUR, SATTARKATAIYA, SAHARSA",41
41334,"UTKRAMIT MADHYAMIK SCHOOL, GOSPUR, SALKHUA,SAHARSA",41
41335,"UTKRAMIT MADHYAMIK SCHOOL, BASUDEVA, KAHRA, SAHARSA",41
41336,"UTKRAMIT ANNANPURNA MADHYAMIK SCHOOL, BARAHI, NAVHATTA, SAHARSA",41
41337,"UTKRAMIT UCHCH MADHYAMIK SCHOOL, PATARGHAT, SAHARSA",41
41338,"UTKRAMIT MADHYAMIK SCHOOL, NONAITI, SONBARSHA, SAHARSA",41
41339,"UTKRAMIT MADHYAMIK SCHOOL, DHANCHOHA, SAURBAZAR, SAHARSA",41
41340,"UTKRAMIT MADHYAMIK SCHOOL, MAHESHPUR, SAURBAZAR, SAHARSA",41
41341,"UTKRAMIT MADHYAMIK SCHOOL, KAMALJARI, PATARGHAT, SAHARSA",41
41342,"UTKRAMIT MAUNI UCHH MADHYAMIK SCHOOL, KAHRA, PATARGHAT, SAHARSA",41
41343,"UTKRAMIT UCHH MADHYAMIK SCHOOL SIMRI, SIMRI BAKHTIYARPUR, SAHARSA",41
41344,"UTKRAMIT UCHH MADHYAMIK SCHOOL, MAHPURA, MAHISHI, SAHARSA",41
41345,"UTKRAMIT UCHH MADHYAMIK SCHOOL, ORIYA RAMAUTI, NAVHATTA SAHARSA",41
41346,"UTKRAMIT UCHH MADHYAMIK SCHOOL MURLI BASANTPUR SATTARKATIAH, SAHARSA",41
41347,"UTKRAMIT UCHH MADHYAMIK VIDYALYA BALETHA RAMPUR, SAHARSA",41
41348,"UTKRAMIT UCHH MADHYAMIK VIDYALYA ENI, SAHARSA",41
41349,"UTKRAMIT UCHCH MADHYAMIK VIDYALAYA UTESHRA, SALKHUA, SAHARSA",41
41350,"UTKARMIT UCHCH MADHYAMIC VIDYALAYA, MANGWAR , SONVARSHA , SAHARASA",41
41351,"UTKARMIT UCHCH MADHYAMIC VIDYALAYA, TAMKULHA, SONVARSHA , SAHARASA",41
41352,"UTKARMIT UCHCH MADHYAMIC VIDYALAYA, RAIPURA BHORHA , SAHARASA",41
41353,"UTKARMIT UCHCH MADHYAMIC VIDYALAYA, TARIYAMA , SAHARASA",41
41354,"UTKARMIT UCHCH MADHYAMIC VIDYALAYA, MAHARASH , SAHARASA",41
41355,"UTKARMIT UCHCH MADHYAMIC VIDYALAYA, KHAJURI , SAHARASA",41
41356,"UTKRAMIT UCHCH MADHYAMIK VIDYALAY SATTAUR, NAUHATTA, SAHARSA",41
41357,"UTKRAMIT UCHCH MADHYAMIK VIDYALAY, NADO, SOURBAZAR, SAHARSA",41
41358,UCHCH MADHYMIK VIDHALAY PAMA,41
41359,UCHHA MADHYAMIK VIDYALAY SONBARSA HINDI,41
41360,UCHCH MADHYAMIK VIDDHYALAY DEHAD,41
41361,UCHCH MADHYAMIK VIDYALAY BARSAM,41
41362,HIGHER SECONDARY SCHOOL BAITHMUSHAHRI BASNAHI,41
41363,UCHCH MADHYAMIK VIDDHYALAY SARAUNI MADHEPURA,41
41364,UCHCH MADHYMIK VIDDHYALAY SHAHPUR,41
41365,UCHCH MADHYAMIK VIDYALAYA SAHURIYA,41
41366,UCHCH MADHYAMIK VIDYALAY SARBELA BANMA ITHARI SAHARSA,41
41367,UCHCHA MADHYAMIK VIDYALAY RASALPUR,41
41368,UCHCHA MADHYAMIK VIDYALAYA SHAHPUR,41
41369,"UCHCH MADHYAMIK VIDYALAY, MOHANPUR, NAVHATTA",41
41370,UCH MADHYAMIK VIDYALAYA CHANDRAYAN,41
41371,UCHCH MADHYAMIK VIDYALAY NAUHATTA  PASHCHIMI,41
41372,UCHCH MADHYAMIK VIDYALAYA NAULA SAHARSA,41
41373,UCHCH MADHMIK VADHIYALAY BAKUNIYA,41
41374,NAV UTKRAMIT UCHCH MADHYAMIK SCHOOL KOPARIA,41
41375,UCHCH MADHYAMIK VIDYALAY SITUAHA SALKHUA SAHARSA,41
41376,UCHCH MADHYAMIK VIDYALAY MOBARAKPUR,41
41377,UCHCH MADHYAMIK VIDYALAY BANGAON SOUTH,41
41378,HIGHER SECONDARY SCHOOL BANGAON EAST,41
41379,HIGHER SECONDARY SCHOOL NARIYAR,41
41380,HIGHER SECONDARY SCHOOL BARIYAHI,41
41381,UTKRAMIT MADHYAMIK SCHOOL PATUAHA KAHRA SAHARSA,41
41382,UCHCH MADHYAMIK VIDYALAYA SIRADEYPATTI,41
41383,UCHCH MADHYAMIK VIDYALYA MOHANPUR,41
41384,UCHCH MADHYAMIK VIDYALAYA RAMPUR SOUR BAZAR SAHARSA,41
41385,UCHCH MADHYAMIK BIDYALAYA RAUTA KHEM,41
41386,HIGHER SECONDARY SCHOOL AJGAIWA,41
41387,UCHCH MADHYAMIK VIDYALAY KANP PACHIMI,41
41388,UCHCH MADHYAMIK VIDYALAY KANP EAST,41
41389,UCHH MADHYAMIK SCHOOL SUHATH,41
41390,UCCH MADHYAMIK VIDYALAYA AUKAHI,41
41391,SENIOR SECONDARY SCHOOL BARA,41
41392,HIGHER SECONDARY SCHOOL BHELWA,41
41393,H.S.S.PANCHGACHIA,41
41394,HIGHER SECONDARY SCHOOL PURIKH,41
41395,UCCH MADHAYMIK VIDYALAY TELWA PURVI MAHISHI SAHARSA,41
41396,U H S MANOWAR,41
41397,HIGHER SECONDARY SCHOOL BIRGAON MAHISHI,41
41398,UCHCH MADHYAMIK VIDYALAYA SIRWAR BIRWAR,41
41399,UCHCH MADHYAMIK VIDYALAY GHONGHEPUR,41
41400,UCHH MADHYMIK VIDYALAY KUNDAH,41
41401,HIGH SECONDARY SCHOOL BHELAHI MAHISHI SAHARSA,41
41402,UHS BHATAUNI,41
41403,UCHCH MADHYAMIK VIDYALAYA SONPURA,41
41404,UCHCH MADHYAMIC VIDYALAYA MAHKHAR SAHARSA,41
41405,UCHCH MADHYAMIK VIDYALAY MOHANPUR S B PUR SAHARSA,41
41406,UCHCH MADHYAMIK VIDYALAY KHAMHAUTI S B PUR SAHARSA,41
41407,SENIOR SECONDARY SCHOOL SITANABAD SOUTH,41
41408,UCHCH MADHYAMIK VIDYALAYA,41
41409,"UCHCH MADHYAMIK VIDYALAY, BALHAPATTI",41
41410,HIGHER SECONDARY SCHOOL DIWARI,41
41411,HIGHER SECONDARY SCHOOL SAMANI,41
41412,UCHCH MADHYAMIK VIDYALAY RAJANPUR,41
41413,"UCHCH MADHYAMIK VIDYALAY, SAROJA, SIMRI BAKHTIYARPUR",41
41414,UCHCH MADHYAMIK VIDYALAY KADHIYA,41
41415,HIGHER SECONDARY SCHOOL BARAHSHER SATTARKATAIYA SAHARSA,41
41416,HIGHER SECONDARY SCHOOL BISHANPUR,41
41417,UCHCH MADHYAMIC VIDYALAYA KABIRA SAHARSA,41
41418,UTKRAMIT UCHCH MADHYAMIK VIDYALAY KUMEDAN TOLA SIMRI BAKHTIYARPUR,41
41419,UTTKARMIT UCHCH MADHYAMIK SCHOOL GHOGHANPATTI,41
41501,"SIDDIQUA GIRL'S H/S PAHLAM, SAHARSA",41
41502,SHOBHA RAMBAHADUR H/S RAJANPUR SAHARSA,41
41503,"SUMITRA DEVI GIRL'S H/S BARGAON, SAHARSA",41
41504,"JANTA H/S KACHRA KADHAIYA, SAHARSA",41
41505,"BANWARI SINGH H/S RAMPUR, SAHARSA",41
41506,"MAHANTH DAHAUR DAS KABIR H/S TELWA MAHISHI, SAHARSA",41
41507,"VINAY PRABHA GIRL'S H/S CHAKBHARO, SAHARSA",41
41508,"MAHADEV MANDAL RAMKRISHAN DAS H/S BALHA, SAHARSA",41
41509,"HIGH SCHOOL BHAROULI DHAKJARI, SAHARSA",41
41510,"MANKU MANDH HIGH SCHOOL SATTAR KATAIYA, SAHARSA",41
41511,"ARUN BISHWANATH HIGH SCHOOL ARAN, SAHARSA",41
41512,"SHITAL KOSHI HIGH SCHOOL BARAHSHER, SAHARSA",41
41513,KOSHI HIGH SCHOOL KOSHI COLONY SAHARSA,41
63001,"S K HIGH SCHOOL JITWARPUR, SAMASTIPUR",63
63002,"HIGH SCHOOL BIRSINGHPUR, SAMASTIPUR",63
63003,"HIGH SCHOOL DHARAMPUR, SAMASTIPUR",63
63004,"J HIGH SCHOOL BAZITPUR KARNAIL, SAMASTIPUR",63
63005,MILLAT ACADEMY SAMASTIPUR,63
63006,"PROJECT GIRL'S H S KALYANPUR CHOWK, SAMASTIPUR",63
63007,MODEL INTER SCHOOL SAMASTIPUR,63
63008,"H N HIGH SCHOOL BARHETA, SAMASTIPUR",63
63009,"P R HIGH SCHOOL KARPOORI GRAM, SAMASTIPUR",63
63010,"B R AF R HIGH SCHOOL MORWA, SAMASTIPUR",63
63011,"HIGH SCHOOL GANGAPUR, SAMASTIPUR",63
63012,"S K HIGH SCHOOL HARISHANKARI, SAMASTIPUR",63
63013,"SARVODAY HIGH SCHOOL WAINI, SAMASTIPUR",63
63014,HIGH SCHOOL PUSA SAMASTIPUR,63
63015,ROKRIT GIRLS HIGH SCHOOL SAMASTIPUR,63
63016,"KISAN HIGH SCHOOL MORSAND, SAMASTIPUR",63
63017,"H S HARPUR SINGHIA JAGATSINGHPUR, SAMASTIPUR",63
63018,G F RLY COLONY H S SAMASTIPUR,63
63019,S I K S D GIRLS' H S GHOSH LANE SAMASTIPUR,63
63020,"R HIGH SCHOOL JITWARIA, SAMASTIPUR",63
63021,"HIGH SCHOOL BAGHI, SAMASTIPUR",63
63022,"HIGH SCHOOL WARIS NAGAR, SAMASTIPUR",63
63023,"HIGH SCHOOL SONGAR, SAMASTIPUR",63
